imei,count
"""86115703055939""",1
"""861189030094253""",1
"""861234039898682""",2
"""861243042093322""",1
"""861243048165983""",1
"""861247035358576""",1
"""861257033299730""",1
"""861258036501593""",1
"""861262031175098""",1
"""861262032351334""",1
"""861271042084074""",1
"""861271048827195""",1
"""861309031093712""",1
"""861317027919840""",1
"""861322034407755""",1
"""861404030471074""",1
"""861406032112028""",1
"""861413031129839""",1
"""861414031468839""",1
"""861414033303836""",1
"""861414035092635""",1
"""861414037038313""",1
"""861443037699816""",1
"""861443039236419""",1
"""861451032509377""",1
"""861451039804227""",1
"""861483030042531""",1
"""861492037667034""",1
"""861533035128675""",1
"""861543032350750""",1
"""861543035795555""",1
"""861545037252196""",1
"""861594045168234""",1
"""861594045232329""",1
"""861594047615083""",1
"""861599032183997""",1
"""861602037160059""",1
"""861602039346375""",1
"""861608049202375""",1
"""861613031408774""",1
"""861626030204507""",1
"""861646031281429""",1
"""861675045502504""",1
"""861680046511736""",1
"""861744039560652""",1
"""861749036024115""",1
"""861757032051677""",1
"""861794041207180""",1
"""861795033523252""",1
"""861837039135341""",1
"""861844038302856""",1
"""861873036854378""",1
"""861874037818057""",1
"""861907030446920""",1
"""861918035918532""",1
"""861918039781746""",1
"""861942040037393""",1
"""861942040499346""",1
"""861945038143651""",1
"""861958033699759""",1
"""861958034901980""",1
"""861962034099340""",1
"""861988031016334""",1
"""861997045439051""",1
"""862002035007429""",1
"""862002039129864""",1
"""862005030491480""",1
"""862017038108875""",1
"""862018030029697""",1
"""862022030034111""",2
"""862023032971599""",1
"""862033036400339""",1
"""862052031936246""",1
"""862058045084683""",1
"""862061036132578""",1
"""862078040469986""",1
"""862078044237967""",1
"""862078045513598""",1
"""862078049880191""",1
"""862096036613532""",1
"""862119035214563""",1
"""862142037232599""",1
"""862155031963993""",1
"""862155034235068""",1
"""862183030189436""",1
"""862183032284490""",1
"""862183033224735""",1
"""862183036361435""",1
"""862187035838400""",1
"""862209030268233""",1
"""862209032827226""",1
"""862209033742150""",1
"""862209033901855""",1
"""862209039487909""",1
"""862231030743874""",1
"""862231037724315""",1
"""862244030473194""",1
"""862249032010761""",1
"""862256048385152""",1
"""862258031333298""",1
"""862263034127499""",1
"""862263036438712""",1
"""862263039024436""",1
"""862265033117769""",1
"""862265037750441""",1
"""862268039294004""",1
"""862337030682705""",2
"""862337034347388""",1
"""862341036113632""",1
"""862374037682701""",1
"""862380031000899""",1
"""862380037405670""",1
"""862387035504552""",1
"""862400049261455""",1
"""862455035103491""",1
"""862455036916081""",1
"""862455037866111""",1
"""862455039259398""",1
"""862458033989192""",1
"""862467033798354""",1
"""862467036662656""",1
"""862467038802995""",1
"""862471032141772""",1
"""862471037023538""",1
"""862479037093344""",1
"""862484037973024""",1
"""862490034184473""",1
"""862490036051381""",1
"""862503036624500""",1
"""862504039551955""",1
"""862505032866365""",1
"""862505033397089""",1
"""862505035359764""",1
"""862505035671945""",1
"""862514038333701""",1
"""862521030874038""",1
"""862521032205082""",1
"""862521032244909""",1
"""862521035420761""",1
"""862526032691116""",1
"""862526033888679""",1
"""862526037350635""",1
"""862531033000119""",1
"""862531033742777""",1
"""862534036640113""",1
"""862538031777234""",1
"""862538034051595""",1
"""862546037497921""",1
"""862548038846346""",1
"""862552036684618""",1
"""862552039166944""",1
"""862552039740037""",1
"""862552039765794""",2
"""862561035770500""",1
"""862561036982740""",1
"""862565043072627""",1
"""862585032306505""",2
"""862603033661016""",1
"""862607034895549""",1
"""862609039945097""",1
"""862629032837042""",1
"""862632030826710""",1
"""862632031526459""",1
"""862634032988191""",1
"""862635032993875""",1
"""862635039641816""",1
"""862660037625850""",1
"""862667030817640""",1
"""862668032530256""",1
"""862668032784499""",1
"""862668033341208""",1
"""862668037409126""",1
"""862669039679468""",1
"""862679038018071""",1
"""862681030894970""",1
"""862681033020094""",1
"""862681034243257""",1
"""862689036812425""",1
"""862720034513358""",1
"""862734030936851""",1
"""862746036834229""",1
"""862756030918928""",1
"""862756040706230""",1
"""862759034175453""",1
"""862759039931371""",2
"""862767032391238""",1
"""862770031255578""",1
"""862770035521660""",1
"""862770036104540""",1
"""862770037075731""",1
"""862770037143067""",1
"""862771031530275""",1
"""862771033333629""",1
"""862783033126952""",1
"""862784030159731""",1
"""862784037653116""",1
"""862785038301126""",1
"""862791031946057""",1
"""862791033255887""",2
"""862813030372257""",1
"""862813030713153""",1
"""862813034861172""",1
"""862814034948639""",1
"""862819031435621""",1
"""862819035076983""",1
"""862820032063305""",1
"""862820039945348""",1
"""862823031995808""",1
"""862827039269660""",1
"""862828033613051""",1
"""862828043787317""",1
"""862829032767211""",1
"""862829037307211""",1
"""862841034153761""",1
"""862844033153626""",1
"""862844038821524""",1
"""862853031027674""",1
"""862855033719646""",1
"""862855042700280""",1
"""862855046279893""",1
"""862858033362045""",1
"""862859035332069""",1
"""862859042246757""",1
"""862860031077179""",1
"""862885032747314""",1
"""862891032686106""",1
"""862911036791221""",1
"""862911037394223""",1
"""862911039632869""",1
"""862918032897589""",1
"""862918036082196""",1
"""862941035127705""",1
"""862941039718277""",1
"""862946033608895""",1
"""862949034412697""",1
"""862950038034271""",1
"""862964035506538""",1
"""862965032131998""",1
"""862965039116430""",1
"""862966030794696""",1
"""862966032273335""",1
"""862975033766098""",1
"""862975036742690""",1
"""862976036485892""",1
"""862980033750126""",1
"""862982032467413""",1
"""862982035012851""",1
"""862986031963033""",1
"""862986037078372""",1
"""862991035531653""",1
"""862991035771788""",1
"""863008041137331""",1
"""863026036079995""",1
"""863042037253968""",1
"""863046033848952""",1
"""863046036560398""",1
"""863049030288156""",1
"""863049031241535""",1
"""863049039054211""",1
"""863054030245313""",1
"""863054030257714""",1
"""863054039795698""",1
"""863055032809253""",1
"""863056036581336""",1
"""863056036930913""",1
"""863056041459684""",1
"""863062038124976""",1
"""863064030626081""",1
"""863064031390349""",1
"""863065035240968""",1
"""863065036847944""",1
"""863092037186163""",1
"""863095036725782""",1
"""863098036061851""",1
"""863100034318125""",1
"""863116033790361""",1
"""863116035039551""",1
"""863125039803961""",2
"""863127036734058""",1
"""863136038647267""",1
"""863152042172101""",1
"""863152043541379""",1
"""863166015869444""",1
"""863182036255034""",1
"""863184039698293""",1
"""863192036881960""",1
"""863196039414430""",1
"""863197031721657""",1
"""863197033642653""",1
"""863197039304357""",1
"""863209037134288""",1
"""863209038620004""",2
"""863239042716290""",1
"""863239043470673""",1
"""863248034594318""",1
"""863254038658828""",1
"""863263034914440""",1
"""863263038603304""",1
"""863264034649457""",1
"""86326503072157""",1
"""863271033048516""",2
"""863272035712836""",1
"""863272037823938""",1
"""863272039166351""",1
"""863293033177632""",1
"""863295032699045""",1
"""863295035939448""",1
"""863295038611457""",1
"""863328036735596""",1
"""863330030432071""",1
"""863336031860251""",1
"""863336032221859""",1
"""863336033337530""",1
"""863336036654022""",1
"""863336037350091""",1
"""863338040302101""",1
"""863339034022432""",1
"""863339038727200""",1
"""863381041961202""",1
"""863388036069834""",1
"""863396037664354""",1
"""863397030335828""",1
"""863411031869345""",1
"""863437034954479""",1
"""863437038935631""",1
"""863444030078220""",1
"""863444034782322""",1
"""863445033987648""",1
"""863447038699814""",1
"""863454035885008""",1
"""863455034210262""",1
"""863466032733791""",1
"""863466036367257""",1
"""863471035018067""",1
"""863471039905137""",1
"""863473030424860""",1
"""863478031553906""",1
"""863504035609962""",1
"""863507037756301""",1
"""863513037734090""",1
"""863523035136313""",1
"""863539033191498""",1
"""863542045128094""",1
"""863558049533139""",1
"""863600039746378""",1
"""863603034173820""",1
"""863603037895858""",1
"""863668049187339""",1
"""863673040988859""",1
"""863673045837911""",1
"""863673046368692""",1
"""863673046903076""",1
"""863678037740270""",1
"""863679033616993""",1
"""863679048892498""",1
"""863684039137333""",1
"""863687045424959""",1
"""863687049027865""",1
"""863687049226574""",1
"""863696032727985""",1
"""863696036654664""",1
"""863696037432524""",1
"""863701031139784""",1
"""863708036124380""",1
"""863708038615898""",1
"""863709035379355""",1
"""863716030282559""",1
"""863716036765631""",1
"""863738029600013""",1
"""863738033725996""",1
"""863739033072728""",1
"""863739033717249""",1
"""863739037624466""",1
"""863777031324121""",1
"""863791034981381""",1
"""863792032809632""",1
"""863793033186897""",1
"""863793034211686""",1
"""863793036575963""",1
"""863797037915193""",1
"""863807034315659""",1
"""863807035008469""",1
"""863817032546379""",1
"""863818039803599""",1
"""863827030628558""",1
"""863845033233994""",1
"""863845034133375""",1
"""863845037084690""",1
"""863858033502037""",1
"""863858034592110""",1
"""863883036990120""",1
"""863883037712192""",1
"""863883039544387""",1
"""863894032388250""",1
"""863895031253338""",1
"""863897049514099""",1
"""863904034585132""",1
"""863912039744992""",1
"""863918035578961""",1
"""863920044470537""",1
"""863952035908902""",1
"""863952036900932""",1
"""863954030316909""",1
"""863954031682135""",1
"""863957042812153""",1
"""863968040488482""",1
"""863968040536926""",1
"""863968045655796""",1
"""863969030938106""",1
"""863969031497839""",1
"""863976045109938""",1
"""863979037494318""",1
"""863979038966843""",1
"""863982030945351""",1
"""863982034254123""",1
"""863982034651070""",1
"""863982038063843""",1
"""863999034421494""",1
"""863999037740270""",1
"""864022039592406""",1
"""864024032360286""",1
"""864031037383676""",1
"""864031038347118""",1
"""864032030607079""",1
"""864033032100469""",1
"""864035036745561""",1
"""864044033082242""",1
"""864067035039175""",1
"""864081038889650""",1
"""864083038594058""",1
"""864087030737011""",1
"""864097031029078""",1
"""864097031950471""",1
"""864101036926997""",1
"""864101037480390""",1
"""864102033227777""",1
"""864113035630090""",1
"""864128032785663""",1
"""864128038126243""",1
"""864128038332882""",1
"""864129036296483""",1
"""864131030041964""",1
"""864131038508279""",1
"""864141032444918""",1
"""864161036721475""",1
"""864162034416092""",1
"""864163030750393""",1
"""864168034296897""",1
"""864175035729131""",1
"""864176032077607""",1
"""864178032662131""",1
"""864178035460871""",1
"""864178035574754""",1
"""864178036915105""",1
"""864178039134514""",1
"""864181021180743""",1
"""864193039895782""",1
"""864225032106732""",1
"""864225032832972""",1
"""864225038940159""",1
"""864229033619263""",1
"""864229033927633""",1
"""864229037284932""",1
"""864230036545901""",1
"""864230036693149""",1
"""864232031718319""",1
"""864240033151355""",2
"""864241036340011""",1
"""864242034661457""",1
"""864243030466453""",1
"""864243031458715""",1
"""864248030457188""",1
"""864248035041821""",1
"""864248035582766""",1
"""864248036455905""",1
"""864248039532932""",1
"""864251032050399""",1
"""864253039734314""",1
"""864256032849971""",1
"""864264024914043""",1
"""864264027901575""",1
"""864274036669261""",1
"""864274038606204""",1
"""864274039226705""",1
"""864277030717846""",1
"""864277035319382""",1
"""864277036609963""",1
"""864277038995295""",1
"""864277039653943""",1
"""864278031446880""",1
"""864278032412600""",1
"""864278035407011""",1
"""864278038521370""",1
"""864282042036599""",1
"""864285031813951""",1
"""864288034288098""",1
"""864289039942838""",1
"""864291031912298""",1
"""864292030297558""",1
"""864295036028893""",1
"""864295036959758""",1
"""864299032008016""",1
"""864313034550774""",1
"""864313037636711""",1
"""864314037796737""",1
"""864315034391737""",1
"""864315035362935""",1
"""864320031782151""",1
"""864325033453339""",1
"""864325036248298""",1
"""864326034331151""",3
"""864329031784372""",1
"""864329033293638""",1
"""864341035494528""",1
"""864351045962109""",1
"""864351048883310""",1
"""864360039721017""",1
"""864368033046885""",1
"""864370032924823""",1
"""864370034515314""",1
"""864372035677663""",1
"""864373033453362""",1
"""864394032640254""",1
"""864398040266077""",1
"""864398042722838""",1
"""864398043660318""",1
"""864399035115618""",1
"""864404041370635""",1
"""864404041488197""",1
"""864404046566104""",1
"""864404047607501""",1
"""864411031585296""",2
"""864412038788271""",1
"""864416031370532""",1
"""864416038965235""",1
"""864426030431805""",1
"""864426031608690""",1
"""864426038683498""",1
"""864427039424213""",1
"""864429033469251""",1
"""864429036125264""",1
"""864430037484833""",1
"""864431031907076""",1
"""864431033166895""",1
"""864431035678699""",1
"""864431035934134""",1
"""864447033787670""",1
"""864448034084927""",1
"""864454035148513""",1
"""864458031873222""",1
"""864458033482394""",1
"""864467043224035""",1
"""864467046400053""",1
"""86447803020012""",1
"""864511032483092""",1
"""864534034232341""",1
"""864535031682784""",1
"""864550030436660""",1
"""864550035924199""",1
"""864550036159902""",1
"""864551035640413""",1
"""864551036223631""",1
"""864551037609739""",1
"""864552032279536""",1
"""864552032547742""",1
"""864552032618618""",1
"""864552038671496""",1
"""864552039791814""",1
"""864555032284877""",1
"""864566031969707""",1
"""864566032855657""",1
"""864566036684624""",1
"""864566038950486""",1
"""864588034921063""",1
"""864590035072425""",1
"""864590036783251""",1
"""864600030038196""",1
"""864600036992131""",1
"""864621030528531""",1
"""864621031149048""",1
"""864621034447449""",1
"""864621037510201""",1
"""864621038355580""",1
"""864621039502941""",1
"""864640035028610""",1
"""864643238173829""",1
"""864646030566454""",1
"""864646035993752""",1
"""864647036356502""",1
"""864651036275100""",1
"""864651038275488""",1
"""864664031914557""",1
"""864664036221040""",1
"""864678034628287""",1
"""864678035009545""",1
"""864678036737110""",1
"""864679044108088""",1
"""864679049046150""",1
"""864682031197726""",1
"""864682036718856""",1
"""864682037144532""",1
"""864684036990907""",1
"""864684039977000""",1
"""864692032217878""",1
"""864692038020490""",1
"""864692038462577""",1
"""864699037032079""",1
"""864738033036690""",1
"""864738036099562""",1
"""864740033114386""",1
"""864740039933177""",1
"""864751031067476""",1
"""864751031756144""",1
"""864751034377492""",1
"""864751034727746""",1
"""864751038232800""",1
"""864751038523315""",1
"""864765035085342""",1
"""864769042278874""",1
"""864769043614242""",1
"""864769044550585""",1
"""864778047311424""",1
"""864806031085777""",1
"""864821031802006""",1
"""864821034732382""",1
"""864821038111583""",1
"""864854036217185""",1
"""864854040638574""",1
"""864854043712590""",1
"""864883033161617""",1
"""864887031496966""",1
"""864889038729506""",1
"""864904031756099""",1
"""864904038451272""",1
"""864905032356300""",1
"""864911037503334""",1
"""864913034233386""",1
"""865023033618303""",1
"""865031032221912""",1
"""865032032978733""",1
"""865032035492443""",1
"""865032036887518""",1
"""865034037164806""",1
"""865034038128578""",1
"""865044030403176""",1
"""865044031033550""",1
"""865044032648539""",1
"""865045035095172""",1
"""865045039481659""",1
"""865092044578798""",1
"""865121034448108""",1
"""865130032405598""",1
"""865132030225952""",1
"""865159043369212""",1
"""865159044969267""",1
"""865175042560239""",1
"""865175044320434""",1
"""865176037596931""",1
"""865214034154121""",1
"""865214036448596""",1
"""865214038441813""",1
"""865216030462093""",1
"""865216036187959""",1
"""865224037924164""",1
"""865226036072184""",1
"""865227031649141""",1
"""865227033133813""",1
"""865227033577431""",1
"""865227039589059""",1
"""865240040146330""",1
"""865265047264620""",1
"""865280031480793""",1
"""865281039091756""",1
"""865296031476193""",1
"""865296039840713""",1
"""865297032114817""",1
"""865297032553519""",1
"""865305036819388""",1
"""865312024639604""",1
"""865315035099445""",1
"""865320030119123""",1
"""865320030907378""",1
"""865320032362838""",1
"""865320036885511""",1
"""865333039650014""",1
"""865334032929819""",1
"""865334038191711""",1
"""865334039458614""",1
"""865360031935895""",1
"""865360038020998""",1
"""865364038727313""",1
"""865366037308672""",1
"""86537103093292""",1
"""865376034098424""",1
"""865403034828269""",1
"""865411032100466""",1
"""865411033700686""",1
"""865411034061658""",1
"""865411037176198""",1
"""865422030487763""",1
"""865422038576443""",1
"""865441032548901""",1
"""865463038889774""",1
"""865481031496561""",1
"""865499032364760""",1
"""865499032960625""",1
"""865526030731192""",1
"""865540048373814""",1
"""865551032428803""",1
"""865551033639283""",1
"""865551034012571""",1
"""865552039179266""",1
"""865555031940627""",1
"""865578037832432""",1
"""865579032210400""",1
"""865579035599403""",1
"""865579036116058""",1
"""865579036733886""",1
"""865579037727077""",1
"""865579039299430""",1
"""865580035079875""",1
"""865580036294887""",1
"""865581034612229""",1
"""865581038789460""",1
"""865581039488971""",1
"""865582037463644""",1
"""865582037749539""",1
"""865583035015006""",1
"""865583037427746""",1
"""865584039288177""",1
"""865586028473520""",1
"""865627030955516""",1
"""865628039765476""",1
"""865629038976379""",1
"""865631033112513""",1
"""865632032344750""",1
"""865633030299855""",1
"""865664039504763""",1
"""865675039424976""",1
"""865709030686133""",1
"""865709032669277""",1
"""865709033971094""",1
"""865709034152124""",1
"""865709034967695""",1
"""865709037841004""",1
"""865727045404292""",1
"""865729031179334""",1
"""865729032777037""",1
"""865729034825156""",1
"""865730038440513""",1
"""865734030366817""",1
"""865736030797081""",1
"""865736039363109""",1
"""865737023863302""",1
"""865741040618970""",1
"""865741049618732""",1
"""865747032501777""",1
"""865762030003601""",1
"""865762031785842""",1
"""865762032459835""",1
"""865763031849034""",1
"""865763036192646""",1
"""865763039832677""",1
"""865766036596013""",1
"""865767034892784""",1
"""865767039802895""",1
"""865772035071750""",1
"""865773031284769""",1
"""865773031646785""",1
"""865773034170569""",1
"""865786040948349""",1
"""865786044375309""",1
"""865786044611182""",1
"""865809034415990""",1
"""865809036575007""",1
"""865809038357032""",1
"""865810036515357""",1
"""865810037638703""",1
"""865830031472099""",1
"""865830035583453""",1
"""865830037587643""",1
"""865831035583964""",1
"""865836034312083""",1
"""865845039203734""",1
"""865847040563056""",1
"""865852040569400""",1
"""865852044144465""",1
"""865855037699635""",1
"""865856041718593""",1
"""865861040540915""",1
"""865861041080556""",1
"""865861043848570""",1
"""865861044522232""",1
"""865861045105698""",1
"""865861045981338""",1
"""865861046679956""",1
"""865861047360895""",1
"""865861047423719""",1
"""865861048068596""",1
"""865861048362551""",1
"""865861049259418""",1
"""865861049502650""",1
"""865866030145252""",1
"""865866031103243""",1
"""865866036775334""",1
"""865866039261134""",1
"""865873032862082""",1
"""865873034207906""",1
"""865873039227925""",1
"""865902037507937""",1
"""865906043623596""",1
"""865918031375998""",1
"""865921038174950""",1
"""865937039484040""",1
"""865938035133359""",1
"""865938037131179""",1
"""865939039994515""",1
"""865951030085433""",1
"""865959045226686""",1
"""865959048684832""",1
"""865959049993026""",1
"""865968033047541""",1
"""865968037764430""",1
"""865968038937027""",1
"""865969031883218""",1
"""865969034173120""",1
"""865969036477412""",1
"""865970030869000""",1
"""865970030885659""",1
"""865970031856766""",1
"""865970036725503""",1
"""865970038755664""",1
"""865982026375462""",1
"""865988048868954""",1
"""866011040999831""",1
"""866015036214014""",1
"""866016034560333""",1
"""866016038280276""",1
"""866017037790596""",1
"""866035033491381""",1
"""866042039485813""",1
"""866044038830700""",1
"""866048038445120""",1
"""866049030927800""",1
"""866049034084269""",1
"""866049034808568""",1
"""866049039295993""",1
"""866050028197018""",1
"""866052031704764""",1
"""866052034306039""",1
"""866067037424696""",1
"""866069038754790""",1
"""866089032726255""",1
"""866089039336553""",1
"""866090033870555""",1
"""866090036359929""",1
"""866090037078536""",1
"""86611103979802""",1
"""866119036102896""",1
"""866123031123998""",1
"""866123034216450""",1
"""866123036089855""",1
"""866135033814994""",1
"""866145038506875""",1
"""866146030905925""",1
"""866146031132388""",1
"""866146037524885""",1
"""866146039803246""",1
"""866147044156570""",1
"""866147044694232""",1
"""866147044766790""",1
"""866147046934891""",1
"""866149030765349""",1
"""866149031261181""",1
"""866149039957756""",1
"""866150033338605""",1
"""866150035502661""",1
"""866150035666961""",1
"""866150036213938""",1
"""866158039335699""",1
"""866171030423950""",1
"""866171035251174""",1
"""866174030402776""",1
"""866174034608238""",2
"""866177036558194""",1
"""866188036201792""",1
"""866188038917056""",1
"""866190031679915""",1
"""866192027667730""",1
"""866193037900434""",1
"""866197033321818""",1
"""866197036460050""",1
"""866198033412227""",1
"""866198034140066""",1
"""866198038153412""",1
"""866198039677690""",1
"""866202041904041""",1
"""866202042906698""",1
"""866202046772849""",1
"""866205040333260""",1
"""866215033866515""",1
"""866217034205768""",1
"""866228032850042""",1
"""866228035619394""",1
"""866228043550185""",1
"""866228045675360""",1
"""866228046141297""",1
"""866228047428842""",1
"""866228047502786""",1
"""866228048978340""",1
"""866229030075574""",1
"""866229038924427""",1
"""866239032067289""",1
"""866239032226125""",1
"""866239036794599""",1
"""866240033355418""",1
"""866250038915827""",1
"""866258031243345""",1
"""866265035233479""",1
"""866273032523173""",1
"""866273037426364""",1
"""866294032172241""",1
"""866318031910796""",1
"""866318035195147""",1
"""866318037179677""",1
"""866320030492818""",1
"""866320036942311""",1
"""866321036407768""",1
"""866341038124120""",1
"""866341038261609""",1
"""866342033817775""",1
"""866348044976831""",1
"""866348046914939""",1
"""866348049848704""",1
"""866350031543426""",1
"""866350037093913""",1
"""866351031829930""",1
"""866352032664730""",1
"""866352034961654""",1
"""866354036474660""",1
"""866355036144492""",1
"""866356030273196""",1
"""866356037608972""",1
"""866363029061723""",1
"""866369035645375""",1
"""866369036020586""",1
"""866369036651216""",1
"""866370030781843""",1
"""866370032112013""",1
"""866370039996129""",1
"""866371033033869""",1
"""866372030109892""",1
"""866375041627224""",1
"""866376035036919""",1
"""866376035215299""",1
"""866378035588956""",1
"""866378035589277""",1
"""866379038608270""",1
"""866391045414212""",1
"""866402030072806""",1
"""866402030665310""",1
"""866402032547623""",1
"""866402033219776""",1
"""866413031352386""",1
"""866413032644625""",1
"""866413033866607""",1
"""866413036108866""",1
"""866419030570746""",1
"""866419032238219""",1
"""866432034947661""",1
"""866432036816815""",1
"""866445031170558""",1
"""866445033189135""",1
"""866445033545369""",1
"""866445035250414""",1
"""866447031428952""",1
"""866472035453756""",1
"""866489035515699""",1
"""866491038880393""",1
"""866504039578731""",1
"""866533031726667""",1
"""866533031848933""",1
"""866533032164736""",1
"""866533032165774""",1
"""866568031312613""",1
"""866568031332967""",1
"""866568031835860""",1
"""866568034352251""",1
"""866568036088713""",1
"""866570032349750""",1
"""866570036449168""",1
"""866571036151796""",1
"""866572032583677""",1
"""866572033872822""",1
"""866592034673649""",1
"""866615031492992""",1
"""866620032397109""",1
"""866624032998080""",1
"""866624033148842""",1
"""866636030505022""",1
"""866636033910294""",1
"""866636036036410""",1
"""866637030893814""",1
"""866642030104584""",1
"""866650030911874""",1
"""866654034739224""",1
"""866655030239796""",1
"""866655031390739""",1
"""866656034988933""",1
"""866657035683374""",1
"""866657036550390""",1
"""866683049284173""",1
"""866699038937597""",1
"""866712039002913""",1
"""86671403165799""",1
"""866716031298437""",1
"""866716031784246""",1
"""866763032438265""",1
"""866778030259901""",1
"""866789020929288""",1
"""866790039179279""",1
"""866792036437932""",1
"""866792038454638""",1
"""866822033583220""",1
"""866822034505305""",1
"""866822039799143""",1
"""866840039357852""",1
"""866841030188791""",1
"""866843038780223""",1
"""866847039933137""",1
"""866872039164475""",1
"""866874031029466""",1
"""866875035774668""",1
"""86690603264300""",2
"""866909032414398""",1
"""866909036774896""",1
"""866919030087195""",1
"""866932032090315""",1
"""866932036517891""",1
"""866933039677179""",1
"""866934033859177""",1
"""866934038480755""",1
"""866935030087522""",1
"""866935031111750""",1
"""866935033013210""",1
"""866935033732256""",1
"""866935035446038""",1
"""866935036531499""",1
"""866935037934650""",1
"""866936032598904""",1
"""866936032599803""",1
"""866936033408129""",1
"""866936034232700""",1
"""866936036136735""",1
"""866936036977054""",1
"""866937032202695""",1
"""866937033548310""",1
"""866937036371819""",1
"""866937037485592""",1
"""866938033544457""",1
"""866938033760194""",1
"""866938035353055""",1
"""866938035475338""",1
"""866938035815053""",1
"""866939036229641""",1
"""866946025199446""",1
"""866952037909392""",1
"""866952038534876""",1
"""866953034516206""",1
"""866953036531484""",1
"""866957030774792""",1
"""866982033945926""",1
"""866986043616757""",1
"""866986047928190""",1
"""867007039131187""",1
"""867008037531485""",1
"""867008039314666""",1
"""867011033194480""",2
"""867011036465994""",1
"""867011037257580""",1
"""867014032283155""",1
"""867026026910635""",1
"""867027033522785""",1
"""867054030023518""",1
"""86708503838204""",1
"""867092032891961""",1
"""867092037949228""",1
"""867130036599527""",1
"""867130038229867""",1
"""867138033954090""",1
"""867138035916634""",1
"""867140036620223""",1
"""867163032702175""",1
"""867168020734288""",1
"""867168023924290""",1
"""867169030879980""",1
"""867174034502869""",1
"""867174035551766""",1
"""867177030624660""",1
"""867177037685904""",1
"""867180035700154""",1
"""867180039383148""",1
"""867192031220731""",1
"""867216031574373""",1
"""867216031736832""",1
"""867216035899792""",1
"""867227033560138""",1
"""867228038079405""",1
"""867229032670421""",1
"""867229035418729""",1
"""867234036908900""",1
"""867234039809162""",1
"""867237031353295""",1
"""867237034825521""",1
"""867237035733682""",1
"""867252035272557""",1
"""867252037130910""",1
"""867262030662272""",1
"""867262036467783""",1
"""86729103350394""",1
"""867295038784755""",1
"""867300032968121""",1
"""867300035480603""",1
