is_rooted,is_emulator,has_xposed,battery_status,gps_change,imei,lapsed_real_time,gravity_change_count,gyroscope_change_count,magnetic_change_count,type
0,0,0,0.6,0.0,0.18181818181818185,0.017130659856556606,0.1724709784411277,0.04395604395604396,0.18512658227848103,0
0,0,0,0.6,0.0,0.060606060606060615,7.033661452818767e-05,0.6633499170812603,0.4184277261200338,0.8955696202531646,1
0,0,0,0.6,0.0,0.030303030303030307,0.03954682765238466,0.1625207296849088,0.07269653423499578,0.9240506329113924,1
0,0,0,0.4,0.0,0.060606060606060615,0.22043227332128806,0.0,0.0,0.0,0
0,0,0,0.6,0.0,0.030303030303030307,0.002012852466211484,0.04809286898839138,0.052409129332206254,0.14240506329113925,0
0,0,0,0.6,0.0,0.030303030303030307,0.059013104395132576,0.1625207296849088,0.12256973795435334,0.14240506329113925,0
0,0,0,0.8,0.0,0.060606060606060615,0.035949841558994375,0.0,0.0,0.13924050632911392,0
0,0,0,0.6,0.0,0.12121212121212123,0.09422011749073103,0.15920398009950248,0.073541842772612,0.13924050632911392,0
0,0,0,0.6,0.0,0.42424242424242425,0.005984381351967163,0.4776119402985074,0.433643279797126,0.9082278481012658,1
0,0,0,0.6,0.0,0.12121212121212123,0.08517243076145402,0.12106135986733002,0.07185122569737955,0.13449367088607594,0
0,0,0,0.8,0.0,0.42424242424242425,0.01966958507904472,0.25538971807628524,0.1301775147928994,0.14240506329113925,0
0,0,0,0.8,0.0,0.0,0.0,0.03150912106135987,0.016060862214708368,0.02056962025316456,0
0,0,0,0.6,0.0,0.5757575757575758,0.08186669126600693,0.14593698175787728,0.06424344885883347,0.13924050632911392,0
0,0,0,0.6,0.0,0.09090909090909093,0.03997466157701921,0.04975124378109453,0.07945900253592561,0.13765822784810128,0
0,0,0,0.6,0.0,0.3333333333333333,0.012555748419071708,0.13598673300165834,0.08791208791208792,0.14240506329113925,0
0,0,0,0.6,0.0,0.15151515151515152,0.031753903992589025,0.4046434494195688,0.3626373626373626,0.7136075949367089,1
0,0,0,0.8,0.0,0.030303030303030307,0.0516732466670892,0.059701492537313425,0.0,0.14556962025316456,0
1,0,1,1.0,0.0,0.09090909090909093,0.0033163516414983045,0.0049751243781094535,0.02028740490278952,0.14715189873417722,2
0,0,0,0.6,0.0,0.060606060606060615,0.0554237314882584,0.07131011608623547,0.013524936601859678,0.13449367088607594,0
0,0,0,0.8,0.0,0.09090909090909093,7.400491324463348e-06,0.0,0.0,0.13765822784810128,0
0,0,0,0.6,0.915492555631437,0.3939393939393939,0.016146266295949445,0.14759535655058045,0.0,0.1550632911392405,0
0,0,0,0.8,0.0,0.21212121212121213,0.0049348223153451755,0.13432835820895522,0.0,0.14240506329113925,0
0,0,0,0.6,0.0,0.12121212121212123,0.06570267985501912,0.04975124378109453,0.08199492814877431,0.13924050632911392,0
0,0,0,0.4,0.0,0.09090909090909093,0.004161322117304886,0.0812603648424544,0.02704987320371936,0.18670886075949367,0
0,0,0,0.6,0.0,0.060606060606060615,0.19670896375834804,0.04809286898839138,0.0,0.9620253164556962,1
0,0,0,0.8,0.0,0.15151515151515152,0.026442063343249743,0.0812603648424544,0.0,0.14240506329113925,0
0,0,0,0.6,0.0,0.030303030303030307,0.04225617356383151,0.15091210613598674,0.07861369399830938,0.1819620253164557,0
0,0,0,0.6,0.0,0.2727272727272727,0.0005252277355603832,0.3034825870646766,0.3229078613693998,0.5063291139240507,1
0,0,0,0.6,0.0,0.3333333333333333,0.012555748419071708,0.13598673300165834,0.08791208791208792,0.14240506329113925,0
0,0,0,0.8,0.0,0.030303030303030307,0.08270501389706489,0.07462686567164177,0.08875739644970414,0.14240506329113925,0
0,0,0,0.8,0.0,0.12121212121212123,0.015478772250747338,0.16583747927031509,0.09551986475063398,0.4746835443037974,0
0,0,0,0.6,0.0,0.15151515151515152,0.031753903992589025,0.4046434494195688,0.3626373626373626,0.7136075949367089,1
0,0,0,0.6,0.0,0.18181818181818185,0.17281662807863352,0.14759535655058045,0.06846999154691462,0.9604430379746836,1
0,0,0,0.6,0.0,0.060606060606060615,0.043631327338495035,0.3681592039800995,0.1352493660185968,0.9889240506329114,1
0,0,0,0.6,0.0,0.15151515151515152,0.1275920952470325,0.04975124378109453,0.07438715131022823,0.13924050632911392,0
0,0,0,0.6,0.0,0.030303030303030307,0.09656655847149204,0.24875621890547264,0.0,0.5727848101265823,1
0,0,0,0.4,0.0,0.060606060606060615,0.22043227332128806,0.0,0.0,0.0,0
0,0,0,0.6,0.0,0.15151515151515152,0.0010778236035683779,0.22885572139303484,0.11665257819103972,0.14240506329113925,0
0,0,0,0.8,0.0,0.15151515151515152,0.026442063343249743,0.0812603648424544,0.0,0.14240506329113925,0
0,0,0,0.6,0.0,0.18181818181818185,0.06380735065560372,0.0812603648424544,0.07100591715976333,0.14240506329113925,0
0,0,0,0.6,0.0,0.7272727272727273,0.02382844765486069,0.09950248756218906,0.007607776838546069,0.18987341772151897,0
0,0,0,0.4,0.0,0.060606060606060615,0.02080219433460648,0.03316749585406302,0.07269653423499578,0.13765822784810128,0
0,0,0,0.8,0.003847004932679593,0.030303030303030307,0.0059382317220930255,0.1011608623548922,0.054945054945054944,0.1439873417721519,0
0,0,0,0.6,0.0,0.15151515151515152,0.0010778236035683779,0.22885572139303484,0.11665257819103972,0.14240506329113925,0
0,0,0,0.8,0.0,0.030303030303030307,0.02260136429388245,0.04145936981757877,0.0760777683854607,0.14715189873417722,0
0,0,0,0.6,0.0,0.24242424242424246,0.15247332031330066,0.07960199004975124,0.09213863060016908,0.14240506329113925,0
0,0,0,0.6,0.9079409524140052,0.030303030303030307,0.032867522895566166,0.14262023217247094,0.073541842772612,0.13449367088607594,0
0,0,0,0.6,0.0,0.15151515151515152,0.031753903992589025,0.4046434494195688,0.3626373626373626,0.7136075949367089,1
0,0,0,0.6,0.0,0.2727272727272727,0.00014430974082843326,0.13432835820895522,0.042265426880811495,0.18829113924050636,0
0,0,0,0.6,0.0,0.21212121212121213,0.005815801745760554,0.0,0.0,0.0,0
0,0,0,0.6,0.008613171186964431,0.030303030303030307,0.04227267653468398,0.14262023217247094,0.03888419273034658,0.18670886075949367,0
0,0,0,0.6,0.0,0.21212121212121213,0.07932666235387592,0.12437810945273632,0.0650887573964497,0.4367088607594937,0
0,0,0,0.8,0.0,0.24242424242424246,0.004613185265215135,0.03482587064676617,0.07269653423499578,0.14556962025316456,0
0,0,0,0.6,0.4799203310637116,0.030303030303030307,0.004934419645160396,0.2255389718076285,0.05748098055790364,0.16139240506329114,0
0,0,0,0.6,0.0,0.18181818181818185,0.036531823603748216,0.35157545605306795,0.02874049027895182,0.15031645569620253,0
0,0,0,0.6,0.0,0.24242424242424246,0.15247332031330066,0.07960199004975124,0.09213863060016908,0.14240506329113925,0
0,0,0,0.4,0.0,0.24242424242424246,0.025028450245901997,0.1044776119402985,0.07438715131022823,0.1439873417721519,0
0,0,0,0.6,0.0,0.18181818181818185,0.036531823603748216,0.35157545605306795,0.02874049027895182,0.15031645569620253,0
0,0,0,0.8,0.0,0.0,0.0,0.01990049751243781,0.016060862214708368,0.015822784810126583,0
0,0,0,0.8,0.0,0.2727272727272727,0.0076623208120571076,0.4427860696517413,0.7590870667793744,0.4636075949367088,1
0,0,0,0.8,0.0,0.15151515151515152,0.005344393253750082,0.2437810945273632,0.12595097210481826,0.13924050632911392,0
0,0,0,0.8,0.0,0.030303030303030307,0.05209552747653974,0.061359867330016575,0.0,0.14240506329113925,0
0,0,0,0.6,0.0,0.3333333333333333,0.012555748419071708,0.13598673300165834,0.08791208791208792,0.14240506329113925,0
0,0,0,0.6,0.0,0.21212121212121213,0.06445244631844539,0.04975124378109453,0.08114961961115807,0.14082278481012658,0
0,0,0,0.4,0.0,0.21212121212121213,0.03309591241099623,0.04145936981757877,0.0,0.9477848101265824,1
0,0,0,0.4,0.0,0.24242424242424246,0.025028450245901997,0.1044776119402985,0.07438715131022823,0.1439873417721519,0
0,0,0,0.6,0.0,0.12121212121212123,0.02757532359116587,0.16086235489220566,0.08199492814877431,0.13765822784810128,0
0,0,0,0.6,0.0,0.15151515151515152,0.031753903992589025,0.4046434494195688,0.3626373626373626,0.7136075949367089,1
0,0,0,0.6,0.0,0.24242424242424246,0.08332688034362049,0.04975124378109453,0.08706677937447169,0.14082278481012658,0
0,0,0,0.8,0.0,0.24242424242424246,0.005656426166635828,0.4742951907131012,0.9721048182586643,0.4762658227848101,1
0,0,0,0.6,0.0,0.24242424242424246,0.051938090474352286,0.4958540630182421,0.07523245984784446,0.15348101265822786,0
0,0,0,0.6,0.0,0.2727272727272727,0.0005252277355603832,0.3034825870646766,0.3229078613693998,0.5063291139240507,1
0,0,0,0.6,0.0,0.24242424242424246,0.06555778920244862,0.15257048092868988,0.08284023668639054,0.14082278481012658,0
0,0,0,0.6,0.0,0.12121212121212123,0.007888894418288309,0.3698175787728025,0.0,0.981012658227848,1
0,0,0,0.6,0.0,0.24242424242424246,0.15247332031330066,0.07960199004975124,0.09213863060016908,0.14240506329113925,0
0,0,0,0.8,0.0,0.24242424242424246,0.004613185265215135,0.03482587064676617,0.07269653423499578,0.14556962025316456,0
0,0,0,0.8,0.0,0.2727272727272727,0.0076623208120571076,0.4427860696517413,0.7590870667793744,0.4636075949367088,1
0,0,0,0.6,0.0,0.12121212121212123,0.08517243076145402,0.12106135986733002,0.07185122569737955,0.13449367088607594,0
0,0,0,0.8,0.0,0.21212121212121213,0.1951797556243844,0.0,0.0,0.09018987341772153,0
0,0,0,0.6,0.0,0.5757575757575758,0.08186669126600693,0.14593698175787728,0.06424344885883347,0.13924050632911392,0
0,0,0,0.6,0.0,0.24242424242424246,0.15247332031330066,0.07960199004975124,0.09213863060016908,0.14240506329113925,0
0,0,0,0.6,0.0,0.030303030303030307,0.01650762433312016,0.29519071310116085,0.07016060862214707,0.1550632911392405,0
0,0,0,0.6,0.0,0.21212121212121213,0.06445244631844539,0.04975124378109453,0.08114961961115807,0.14082278481012658,0
0,0,0,0.6,0.0,0.2727272727272727,0.00014430974082843326,0.13432835820895522,0.042265426880811495,0.18829113924050636,0
0,0,0,0.8,0.0,0.030303030303030307,6.166869879695465e-05,0.0,0.0,0.0,0
0,0,0,0.6,0.0,0.12121212121212123,0.010762230669178868,0.406301824212272,0.073541842772612,0.9303797468354429,1
0,0,0,0.8,0.0,0.24242424242424246,0.005656426166635828,0.4742951907131012,0.9721048182586643,0.4762658227848101,1
0,0,0,0.6,0.0,0.21212121212121213,0.06445244631844539,0.04975124378109453,0.08114961961115807,0.14082278481012658,0
0,0,0,0.6,0.915492555631437,0.3939393939393939,0.016146266295949445,0.14759535655058045,0.0,0.1550632911392405,0
0,0,0,0.6,0.0,0.2727272727272727,0.00014430974082843326,0.13432835820895522,0.042265426880811495,0.18829113924050636,0
0,0,0,0.6,0.5134132746829,0.3939393939393939,0.03145607227044518,0.3018242122719735,0.02874049027895182,0.9588607594936708,1
0,0,0,0.6,0.0,0.24242424242424246,0.02429080646780448,0.29519071310116085,0.04395604395604396,0.1550632911392405,0
0,0,0,0.6,0.0,0.15151515151515152,0.1275920952470325,0.04975124378109453,0.07438715131022823,0.13924050632911392,0
0,0,0,0.6,0.0,0.24242424242424246,0.11197937249263162,0.41127694859038144,0.10228233305156384,0.9446202531645571,1
0,0,0,0.8,0.0,0.2727272727272727,0.0076623208120571076,0.4427860696517413,0.7590870667793744,0.4636075949367088,1
0,0,0,0.8,0.0,0.21212121212121213,0.1951797556243844,0.0,0.0,0.09018987341772153,0
0,0,0,0.6,0.0,0.030303030303030307,0.09751604762047407,0.0,0.0,0.0,0
0,0,0,0.6,0.0,0.12121212121212123,0.007888894418288309,0.3698175787728025,0.0,0.981012658227848,1
0,0,0,0.6,0.0,0.2727272727272727,0.07968318941550526,0.4842454394693201,0.07861369399830938,0.9636075949367088,1
0,0,0,0.6,0.0,0.24242424242424246,0.0029788888530994212,0.43946932006633505,0.3119188503803889,0.9572784810126582,1
0,0,0,0.6,0.0,0.24242424242424246,0.0029788888530994212,0.43946932006633505,0.3119188503803889,0.9572784810126582,1
0,0,0,0.6,0.0,0.24242424242424246,0.051938090474352286,0.4958540630182421,0.07523245984784446,0.15348101265822786,0
0,0,0,0.6,0.0,0.24242424242424246,0.0004912129317077358,0.14759535655058045,0.07523245984784446,0.14240506329113925,0
0,0,0,0.6,0.0,0.15151515151515152,0.1461283889312223,0.4361525704809287,0.14201183431952666,0.9430379746835444,1
0,0,0,0.8,0.0,0.24242424242424246,0.004613185265215135,0.03482587064676617,0.07269653423499578,0.14556962025316456,0
0,0,0,0.6,0.3330140364137563,0.21212121212121213,0.0008566422577824739,0.5008291873963516,0.08875739644970414,0.9462025316455696,1
0,0,0,0.8,0.0,0.24242424242424246,0.005656426166635828,0.4742951907131012,0.9721048182586643,0.4762658227848101,1
0,0,0,0.6,0.0,0.24242424242424246,0.026124060458204597,0.16417910447761194,0.4885883347421809,0.15348101265822786,0
0,0,0,0.6,0.0,0.030303030303030307,0.1841740569080349,0.27197346600331673,0.07100591715976333,0.15664556962025314,0
0,0,0,0.6,0.0,0.21212121212121213,8.236231959629182e-06,0.13598673300165834,0.07185122569737955,0.14240506329113925,0
0,0,0,0.4,0.0,0.030303030303030307,0.002129193429344491,0.003316749585406302,0.0033812341504649195,0.15664556962025314,0
0,0,0,0.8,0.0,0.24242424242424246,0.03568153638815616,0.24212271973466004,0.12595097210481826,0.14082278481012658,0
0,0,0,0.6,0.0,0.21212121212121213,0.07932666235387592,0.12437810945273632,0.0650887573964497,0.4367088607594937,0
0,0,0,0.6,0.0,0.2727272727272727,0.00014430974082843326,0.13432835820895522,0.042265426880811495,0.18829113924050636,0
0,0,0,0.4,0.0,0.030303030303030307,0.02107605603399186,0.0,0.0,0.0,0
0,0,0,0.6,0.0,0.24242424242424246,1.0,0.12106135986733002,0.0,0.14082278481012658,0
0,0,0,0.6,0.3330140364137563,0.21212121212121213,0.0008566422577824739,0.5008291873963516,0.08875739644970414,0.9462025316455696,1
0,0,0,0.6,0.0,0.18181818181818185,0.036531823603748216,0.35157545605306795,0.02874049027895182,0.15031645569620253,0
0,0,0,0.8,0.0,0.0,0.0,0.026533996683250412,0.016060862214708368,0.023734177215189875,0
0,0,0,0.6,0.7833731314583405,0.24242424242424246,0.06055072508259635,0.16417910447761194,0.08537616229923922,0.15031645569620253,0
0,0,0,0.8,0.915492555631437,0.0,0.0,0.03150912106135987,0.016060862214708368,0.02689873417721519,0
0,0,0,0.6,0.0,0.42424242424242425,0.005984381351967163,0.4776119402985074,0.433643279797126,0.9082278481012658,1
0,0,0,0.6,0.0,0.18181818181818185,0.017130659856556606,0.1724709784411277,0.04395604395604396,0.18512658227848103,0
0,0,0,0.8,0.0,0.24242424242424246,0.1900394257001941,0.4676616915422885,0.9273034657650042,0.4493670886075949,1
0,0,0,0.8,0.0,0.0,0.0,0.01990049751243781,0.016060862214708368,0.023734177215189875,0
0,0,0,0.8,0.0,0.24242424242424246,0.005656426166635828,0.4742951907131012,0.9721048182586643,0.4762658227848101,1
0,0,0,0.6,0.0,0.7575757575757576,0.19171404129124356,0.12106135986733002,0.0,0.14240506329113925,0
0,0,0,0.8,0.0,0.3636363636363637,0.016101986655746664,0.2504145936981758,0.12764158918005072,0.14240506329113925,0
0,0,0,0.6,0.0,0.24242424242424246,0.026124060458204597,0.16417910447761194,0.4885883347421809,0.15348101265822786,0
0,0,0,0.6,0.3748971902836852,0.030303030303030307,0.14653629574842114,0.5024875621890548,0.0,0.9620253164556962,1
0,0,0,0.6,0.0,0.42424242424242425,0.005984381351967163,0.4776119402985074,0.433643279797126,0.9082278481012658,1
0,0,0,0.8,0.0,0.15151515151515152,0.00905506012703146,0.03814262023217247,0.0033812341504649195,0.14240506329113925,0
0,0,0,0.6,0.0,0.15151515151515152,0.010169228794811878,0.1625207296849088,0.08706677937447169,0.14082278481012658,0
0,0,0,0.6,0.0,0.12121212121212123,0.0135823272015828,0.1558872305140962,0.08199492814877431,0.15981012658227847,0
0,0,0,0.8,0.0,0.21212121212121213,0.0049348223153451755,0.13432835820895522,0.0,0.14240506329113925,0
0,0,0,0.6,0.0,0.21212121212121213,0.005815801745760554,0.0,0.0,0.0,0
0,0,0,0.8,0.0,0.21212121212121213,0.0049348223153451755,0.13432835820895522,0.0,0.14240506329113925,0
0,0,0,0.6,0.7833731314583405,0.24242424242424246,0.06055072508259635,0.16417910447761194,0.08537616229923922,0.15031645569620253,0
0,0,0,0.6,0.0,0.24242424242424246,0.003163787535218477,0.12935323383084574,0.07945900253592561,0.14873417721518986,0
0,0,0,0.4,0.0,0.030303030303030307,0.00011146113383146785,0.0,0.0,0.0,0
0,0,0,0.8,0.0,0.0,0.0,0.0049751243781094535,0.016060862214708368,0.0031645569620253164,0
0,0,0,0.6,0.5685451462923583,0.24242424242424246,0.006836919573892841,0.0845771144278607,0.052409129332206254,0.13765822784810128,0
0,0,0,0.8,0.0,0.030303030303030307,0.06831289626037544,0.0,0.0,0.0,0
0,0,0,0.6,0.7833731314583405,0.24242424242424246,0.06055072508259635,0.16417910447761194,0.08537616229923922,0.15031645569620253,0
0,0,0,0.4,0.0,0.24242424242424246,0.026029377604297618,0.09618573797678276,0.06677937447168218,0.14240506329113925,0
0,0,0,0.6,0.0,0.24242424242424246,0.026124060458204597,0.16417910447761194,0.4885883347421809,0.15348101265822786,0
0,0,0,0.6,0.0,0.12121212121212123,0.051381824600946265,0.05140961857379768,0.0,0.14240506329113925,0
0,0,0,0.6,0.5134132746829,0.3939393939393939,0.03145607227044518,0.3018242122719735,0.02874049027895182,0.9588607594936708,1
0,0,0,0.6,0.4911289917649307,0.030303030303030307,0.0018224072822995289,0.25207296849087896,0.07269653423499578,0.15981012658227847,0
0,0,0,0.6,0.0,0.24242424242424246,1.0,0.12106135986733002,0.0,0.14082278481012658,0
0,0,0,0.8,0.0,0.15151515151515152,0.04109317470942371,0.23714759535655056,0.1242603550295858,0.13765822784810128,0
0,0,0,0.6,0.5685451462923583,0.24242424242424246,0.006836919573892841,0.0845771144278607,0.052409129332206254,0.13765822784810128,0
0,0,0,0.6,0.0,0.030303030303030307,0.044637277140771564,0.15920398009950248,0.08284023668639054,0.15981012658227847,0
0,0,0,0.6,0.0,0.24242424242424246,0.08332688034362049,0.04975124378109453,0.08706677937447169,0.14082278481012658,0
0,0,0,0.6,0.0,0.3333333333333333,0.012555748419071708,0.13598673300165834,0.08791208791208792,0.14240506329113925,0
0,0,0,0.8,0.0,0.15151515151515152,0.008304457835715932,0.24543946932006636,0.1242603550295858,0.13924050632911392,0
0,0,0,0.6,0.0,0.5757575757575758,0.08186669126600693,0.14593698175787728,0.06424344885883347,0.13924050632911392,0
0,0,0,0.6,0.010836946898701395,0.24242424242424246,0.05190543482904122,0.2935323383084577,0.1724429416737109,0.34177215189873417,0
0,0,0,0.8,0.0,0.2727272727272727,0.09163940064977792,0.2669983416252073,0.13693998309382924,0.14873417721518986,0
0,0,0,0.8,0.0,0.2727272727272727,0.0166428388478173,0.24875621890547264,0.12764158918005072,0.14082278481012658,0
0,0,0,0.6,0.0,0.42424242424242425,0.02099966635324494,0.16749585406301826,0.13186813186813187,0.18829113924050636,0
0,0,0,0.6,0.0,0.24242424242424246,0.05161770388848083,0.1691542288557214,0.07692307692307693,0.14556962025316456,0
0,0,0,0.8,0.0,0.2727272727272727,0.03321911327406391,0.1558872305140962,0.07945900253592561,0.14715189873417722,0
0,0,0,0.6,0.5134132746829,0.3939393939393939,0.03145607227044518,0.3018242122719735,0.02874049027895182,0.9588607594936708,1
0,0,0,0.4,0.0,0.21212121212121213,0.03309591241099623,0.04145936981757877,0.0,0.9477848101265824,1
0,0,0,0.4,0.0,0.0,0.0,0.0,0.01521555367709214,0.02056962025316456,0
0,0,0,0.6,0.0,0.24242424242424246,0.01135805422153208,0.05306799336650083,0.01098901098901099,0.17721518987341772,0
0,0,0,0.6,0.0,0.24242424242424246,0.004545122270551472,0.05140961857379768,0.05325443786982249,0.13924050632911392,0
0,0,0,0.6,0.0006125604719299847,0.24242424242424246,0.053720829250069664,0.2255389718076285,0.1293322062552832,0.3971518987341772,0
0,0,0,0.8,0.0,0.2727272727272727,0.0166428388478173,0.24875621890547264,0.12764158918005072,0.14082278481012658,0
0,0,0,0.6,0.0,0.060606060606060615,0.09494077818711473,0.16749585406301826,0.08453085376162299,0.1787974683544304,0
0,0,0,0.8,0.0,0.2727272727272727,0.09163940064977792,0.2669983416252073,0.13693998309382924,0.14873417721518986,0
0,0,0,0.6,0.0,0.21212121212121213,0.05375275304898661,0.5091210613598673,0.2256973795435334,0.5617088607594937,1
0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0.4,0.0,0.24242424242424246,0.026029377604297618,0.09618573797678276,0.06677937447168218,0.14240506329113925,0
0,0,0,0.8,0.0,0.09090909090909093,0.00039609434066041057,0.5074626865671642,0.8377007607776839,0.4825949367088608,1
0,0,0,0.4,0.0,0.21212121212121213,0.03309591241099623,0.04145936981757877,0.0,0.9477848101265824,1
0,0,0,0.8,0.0,0.3333333333333333,0.11103326641320732,0.04477611940298507,0.08453085376162299,0.08386075949367089,0
0,0,0,0.8,0.0,0.2727272727272727,0.09163940064977792,0.2669983416252073,0.13693998309382924,0.14873417721518986,0
0,0,0,0.8,0.0,0.8484848484848485,0.08284878613986389,0.0,0.0,0.7167721518987342,1
0,0,0,0.8,0.0,0.24242424242424246,0.1900394257001941,0.4676616915422885,0.9273034657650042,0.4493670886075949,1
0,0,0,0.8,0.0,0.0,0.0,0.02487562189054726,0.016060862214708368,0.0189873417721519,0
0,0,0,0.8,0.0,0.15151515151515152,0.04109317470942371,0.23714759535655056,0.1242603550295858,0.13765822784810128,0
